ID,BIV_zebra
750,2132.1434
751,2393.7257
752,2423.8697
753,2427.5565
754,2392.3027
755,2347.2092
756,2328.8592
757,2459.9962
758,2466.0845
759,2486.4736
760,2429.8946
761,2322.0548
762,1713.2633
763,1616.6048
764,1474.2063
765,1342.7628
766,1189.5463
767,1043.3763
768,804.8328
769,781.0093
770,740.8497
771,765.7631
772,895.4382
773,795.0978
774,931.8718
775,687.1055
776,663.2978
777,730.5329
778,735.6114
779,746.4283
780,741.5398
781,744.1443
782,730.0883
783,661.6125
784,659.5149
785,699.1887
786,718.2048
787,612.3113
788,640.8855
789,654.4282
790,681.2487
791,719.3646
792,724.0185
793,717.8424
794,731.1326
795,734.3504
796,1804.7040
797,2101.9742
798,2001.5500
799,1951.0171
800,1827.2402
801,2212.5464
802,2336.7533
803,2446.8804
804,2486.4477
805,2487.8342
806,2421.7851
807,2404.9868
808,2531.1567
809,2534.2836
810,2539.1012
811,2512.8429
812,2581.8744
813,2451.0221
814,2431.1247
815,1733.7856
816,1611.4891
817,1488.5532
818,1329.2635
819,1192.0318
820,1078.9634
821,956.5193
822,857.4675
823,675.8885
824,605.5181
825,633.9514
826,542.8857
827,515.4037
828,771.9727
829,685.7231
830,635.2889
831,489.9466
832,458.6167
833,744.4142
834,748.8451
835,747.4863
836,740.1314
837,583.4320
838,688.3881
839,563.7014
840,580.6646
841,534.0516
842,502.6121
843,521.3859
844,620.8797
845,652.3856
846,693.1383
847,704.7682
848,718.4847
849,728.4198
850,2068.4124
851,2202.1131
852,1874.4522
853,2003.2531
854,2346.9947
855,2486.9974
856,2532.7865
857,2545.1498
858,2580.9324
859,2597.2593
860,2574.9090
861,2619.9366
862,2633.1086
863,2676.8183
864,2684.3149
865,2573.0931
866,1763.0991
867,1606.6374
868,1433.2550
869,1288.6625
870,1154.7403
871,980.2001
872,814.5615
873,723.7670
874,641.3895
875,514.5933
876,389.7829
877,397.1915
878,414.3205
879,486.7885
880,431.9614
881,319.1574
882,321.0564
883,668.4738
884,475.5898
885,532.2567
886,529.8586
887,592.5364
888,443.6046
889,420.3991
890,604.0307
891,481.7139
892,663.9601
893,683.7234
894,671.0244
895,585.4205
896,2159.1027
897,2326.9799
898,1898.4964
899,2053.8479
900,2571.1365
901,2462.9755
902,2657.3978
903,2712.0446
904,2627.7807
905,2639.3471
906,2616.8099
907,2685.2177
908,2753.5830
909,2740.3749
910,2778.1286
911,2755.7387
912,1755.1312
913,1607.6817
914,1253.9649
915,1428.8225
916,1057.2130
917,897.1503
918,678.4281
919,527.8927
920,861.1712
921,680.0007
922,430.8778
923,255.9160
924,276.1281
925,309.7145
926,341.7111
927,339.1981
928,184.8707
929,185.7251
930,279.8262
931,193.5599
932,281.6274
933,246.0584
934,143.5940
935,177.1681
936,324.1456
937,256.1497
938,308.9657
939,376.7591
940,331.3200
941,348.8879
942,366.9063
943,381.3356
944,2224.2222
945,2487.2883
946,2395.1963
947,1919.6428
948,2102.3663
949,2716.2463
950,2617.8414
951,2787.3635
952,2816.6160
953,2850.2064
954,2663.0546
955,2691.3982
956,2653.9581
957,2716.0571
958,2751.6618
959,2847.6523
960,2832.6324
961,2771.7671
962,2812.7417
963,1773.7951
964,1597.2799
965,1277.1029
966,1113.5139
967,1431.4736
968,1206.5862
969,955.8004
970,487.4203
971,425.2868
972,323.9122
973,826.5324
974,655.9785
975,477.0546
976,56.6682
977,95.4832
978,100.7934
979,31.3939
980,102.3911
981,288.5460
982,201.4238
983,184.6713
984,230.6457
985,267.5488
986,271.6950
987,139.3249
988,90.6999
989,295.0108
990,312.9331
991,330.3746
992,367.7847
993,347.7571
994,363.0587
995,380.0383
996,383.9133
997,2271.4264
998,2663.2705
999,2551.2686
1000,2577.9002
1001,2443.3727
1002,2281.1140
1003,1964.4951
1004,2140.6105
1005,2892.0584
1006,2803.3082
1007,2945.2128
1008,2950.9874
1009,2959.6672
1010,2943.0167
1011,2696.0742
1012,2739.9952
1013,2907.9903
1014,2824.4886
1015,2869.4572
1016,2780.0961
1017,1789.4059
1018,1505.4722
1019,1200.5392
1020,1077.7468
1021,861.0460
1022,378.9352
1023,651.6197
1024,588.7981
1025,478.4208
1026,22.6049
1027,46.2350
1028,3.9583
1029,9.3496
1030,22.3660
1031,9.0428
1032,196.1082
1033,124.6661
1034,269.1412
1035,211.6110
1036,245.2893
1037,164.9798
1038,278.0497
1039,300.7784
1040,305.5707
1041,111.9557
1042,55.8457
1043,340.9009
1044,354.1884
1045,394.9535
1046,375.7416
1047,385.8620
1048,399.6381
1049,411.7842
1050,2855.8223
1051,2745.3221
1052,2792.9458
1053,2647.2543
1054,2445.0392
1055,2197.1776
1056,1944.8532
1057,3085.4535
1058,3002.6346
1059,3120.9002
1060,3107.0509
1061,3086.9302
1062,3042.4787
1063,2976.8957
1064,2869.9858
1065,2914.2943
1066,2812.5382
1067,1884.2518
1068,1598.3217
1069,1325.7475
1070,944.9434
1071,1222.2928
1072,974.2089
1073,857.4298
1074,648.4890
1075,447.0493
1076,324.5218
1077,510.7404
1078,470.1081
1079,20.0258
1080,10.9915
1081,16.2600
1082,17.8419
1083,121.8247
1084,213.3545
1085,201.0304
1086,252.8060
1087,258.3861
1088,307.5389
1089,214.0870
1090,175.4115
1091,232.3953
1092,340.6468
1093,353.0637
1094,100.6685
1095,61.0546
1096,381.0382
1097,390.1250
1098,413.3938
1099,417.4815
1100,417.7709
1101,430.8671
1102,431.2201
1103,3081.5851
1104,2981.6632
1105,3064.1442
1106,2910.1909
1107,2402.4571
1108,2956.1394
1109,2668.3407
1110,2073.6309
1111,3321.3258
1112,3246.0041
1113,3337.4759
1114,3281.4666
1115,3220.6187
1116,3129.9486
1117,3034.6752
1118,2896.1790
1119,2934.0607
1120,3010.5759
1121,2825.4685
1122,1687.7160
1123,1365.8917
1124,1224.2037
1125,871.4059
1126,552.7636
1127,355.8289
1128,345.3612
1129,275.4181
1130,208.9546
1131,215.7015
1132,49.9019
1133,72.3870
1134,152.7602
1135,215.1284
1136,216.2681
1137,159.8401
1138,218.0121
1139,331.6913
1140,349.0185
1141,300.6922
1142,406.1651
1143,384.9511
1144,256.8936
1145,357.9924
1146,177.4682
1147,401.5875
1148,131.6832
1149,114.0603
1150,431.5259
1151,434.0300
1152,456.5680
1153,452.3357
1154,451.2778
1155,453.1929
1156,3372.1374
1157,3289.2087
1158,3402.5305
1159,3254.4075
1160,2286.9827
1161,2982.4065
1162,2546.5981
1163,1845.9310
1164,3614.0030
1165,3562.4739
1166,3585.0873
1167,3467.8532
1168,3345.5543
1169,3200.6035
1170,3347.5749
1171,3070.9053
1172,2805.6253
1173,2891.4363
1174,2917.2828
1175,3021.8189
1176,1357.5440
1177,841.7742
1178,434.1556
1179,211.1538
1180,127.7947
1181,173.0762
1182,242.1912
1183,272.3651
1184,309.9955
1185,119.7119
1186,191.3137
1187,59.4818
1188,71.3012
1189,268.8491
1190,328.2309
1191,426.6365
1192,443.8927
1193,460.9469
1194,461.1582
1195,510.7759
1196,494.4382
1197,363.4206
1198,462.5951
1199,274.4823
1200,539.4074
1201,511.4802
1202,207.8065
1203,211.0422
1204,319.9689
1205,218.6757
1206,490.4574
1207,483.2532
1208,503.0286
1209,479.1779
1210,479.2762
1211,474.6273
1212,3727.5957
1213,3653.4935
1214,3801.5392
1215,3639.5786
1216,3314.5343
1217,2035.8835
1218,2875.2183
1219,2345.9118
1220,1577.0390
1221,3962.9251
1222,3938.5864
1223,3847.9625
1224,3650.3028
1225,3477.2988
1226,3251.1403
1227,3074.6833
1228,2757.4363
1229,2847.9592
1230,2830.6556
1231,2988.9430
1232,1380.0436
1233,805.2789
1234,337.3014
1235,105.1179
1236,379.7707
1237,421.7237
1238,168.6859
1239,284.5028
1240,98.6219
1241,86.9917
1242,222.7820
1243,245.9897
1244,226.3533
1245,377.1835
1246,438.7487
1247,449.5947
1248,550.2079
1249,543.2538
1250,525.1790
1251,561.8485
1252,609.1481
1253,616.5899
1254,458.9990
1255,556.7300
1256,364.5066
1257,628.4045
1258,612.7996
1259,301.6974
1260,642.5933
1261,347.0677
1262,331.3523
1263,545.2653
1264,519.4604
1265,509.6949
1266,550.2439
1267,498.7494
1268,4137.2361
1269,4451.2054
1270,4024.0319
1271,3998.0895
1272,3616.4015
1273,3359.0458
1274,1888.1304
1275,2835.8909
1276,2384.9965
1277,1856.8827
1278,4410.9962
1279,4447.3159
1280,4057.6440
1281,4332.0852
1282,3893.4030
1283,3607.6949
1284,3280.1195
1285,2981.0760
1286,2683.2918
1287,2796.2173
1288,2678.8317
1289,2621.9076
1290,1198.9094
1291,672.3139
1292,354.2213
1293,260.2593
1294,464.8100
1295,509.6924
1296,465.6094
1297,327.4514
1298,412.3055
1299,430.1394
1300,393.5437
1301,496.4590
1302,625.0510
1303,429.3097
1304,480.1170
1305,520.8164
1306,510.0156
1307,602.3030
1308,586.7354
1309,688.2927
1310,694.4883
1311,665.0158
1312,657.3686
1313,525.1570
1314,615.6916
1315,429.5283
1316,678.3870
1317,707.4058
1318,373.2088
1319,461.3647
1320,605.1612
1321,590.1000
1322,542.6590
1323,526.4503
1324,574.9012
1325,4893.0778
1326,4943.6498
1327,4351.9539
1328,5599.8564
1329,3843.7170
1330,3716.1290
1331,3217.7883
1332,2957.2784
1333,2295.2493
1334,1807.5070
1335,1483.1119
1336,1156.2490
1337,5065.4265
1338,4575.0183
1339,4977.6479
1340,4293.2165
1341,3811.1021
1342,3333.1749
1343,2946.3552
1344,2625.3856
1345,2642.3777
1346,2391.6116
1347,772.2033
1348,558.4812
1349,547.3220
1350,541.0951
1351,557.1540
1352,421.5063
1353,483.1438
1354,508.3974
1355,608.9097
1356,542.9611
1357,808.8707
1358,538.9012
1359,991.5468
1360,1099.7488
1361,549.6209
1362,532.8642
1363,536.8659
1364,541.4969
1365,541.7968
1366,642.0031
1367,731.9226
1368,733.9707
1369,715.5369
1370,700.2005
1371,677.3539
1372,557.6067
1373,640.7732
1374,702.9334
1375,734.2483
1376,468.2343
1377,557.5117
1378,627.7505
1379,613.6055
1380,593.3722
1381,552.3006
1382,576.1936
1383,5720.4146
1384,6080.7193
1385,5358.3391
1386,4724.9088
1387,6243.9086
1388,4245.9028
1389,6904.4908
1390,7140.3779
1391,3609.8988
1392,2627.0879
1393,2062.5685
1394,3159.8871
1395,1493.0846
1396,5629.7555
1397,4980.5954
1398,4173.0758
1399,3428.8876
1400,2845.3379
1401,2963.9501
1402,2611.7176
1403,2205.1687
1404,2428.7628
1405,565.2272
1406,567.8645
1407,586.8977
1408,554.3979
1409,463.3492
1410,460.8290
1411,548.7196
1412,738.8353
1413,654.5084
1414,914.4526
1415,614.7248
1416,1059.7119
1417,590.9574
1418,1477.0352
1419,1254.4115
1420,547.3803
1421,537.0118
1422,517.1610
1423,509.8591
1424,516.8433
1425,546.7880
1426,655.3598
1427,738.4842
1428,734.0510
1429,736.9254
1430,720.3929
1431,695.4673
1432,667.9545
1433,645.1435
1434,631.4521
1435,691.4529
1436,725.1455
1437,537.2303
1438,599.4469
1439,618.0826
1440,595.5612
1441,7002.8254
1442,5447.1169
1443,4725.2231
1444,6430.0688
1445,7769.9282
1446,4284.5763
1447,8391.1729
1448,8866.0309
1449,3715.2649
1450,3166.8171
1451,2294.2505
1452,1724.2557
1453,1821.0612
1454,2503.5445
1455,6080.1454
1456,4718.1538
1457,3528.0462
1458,2746.4070
1459,2871.0842
1460,2445.9517
1461,1975.3226
1462,2217.6288
1463,543.9463
1464,574.5661
1465,578.8550
1466,591.0226
1467,442.6655
1468,504.4321
1469,475.4150
1470,791.9295
1471,737.5344
1472,702.2175
1473,862.8699
1474,669.0416
1475,857.3078
1476,616.9228
1477,833.9470
1478,535.6702
1479,1412.7828
1480,846.9998
1481,427.5885
1482,418.1920
1483,454.9182
1484,442.2455
1485,488.2157
1486,526.9499
1487,545.4362
1488,701.7640
1489,716.5323
1490,715.6910
1491,697.6659
1492,690.8768
1493,693.1347
1494,664.9121
1495,643.7726
1496,631.1513
1497,636.4372
1498,607.9816
1499,655.1720
1500,556.8308
1501,589.0524
1502,626.0057
1503,7898.3092
1504,5057.6583
1505,5932.9408
1506,7518.1769
1507,6615.1143
1508,9345.6013
1509,7973.2015
1510,4376.7444
1511,3697.0546
1512,9108.7574
1513,2942.6426
1514,1814.6305
1515,2197.6610
1516,1698.1529
1517,5514.6295
1518,3503.8322
1519,2536.5669
1520,2586.4451
1521,2207.7501
1522,1688.9260
1523,1946.5632
1524,412.3721
1525,579.7347
1526,493.0599
1527,394.3460
1528,469.4398
1529,510.2519
1530,311.0284
1531,342.1518
1532,775.0349
1533,750.1636
1534,699.4216
1535,704.2971
1536,697.5023
1537,651.8561
1538,668.3155
1539,638.5092
1540,484.9247
1541,461.9292
1542,538.6062
1543,361.1070
1544,255.2745
1545,408.1489
1546,1057.6559
1547,423.9619
1548,305.6201
1549,389.5493
1550,453.4619
1551,505.3906
1552,515.1647
1553,550.9519
1554,668.1003
1555,663.1593
1556,639.1368
1557,673.6068
1558,653.8063
1559,642.8065
1560,648.3789
1561,624.7707
1562,610.4857
1563,604.2688
1564,540.9451
1565,577.4414
1566,604.9385
1567,6702.9038
1568,5134.9758
1569,5935.4320
1570,6411.7018
1571,7981.5159
1572,7321.8892
1573,6698.3235
1574,6069.1287
1575,3642.2240
1576,3066.2760
1577,4406.7626
1578,2300.7643
1579,1531.3824
1580,3225.9770
1581,2154.1201
1582,2105.4884
1583,1923.1195
1584,1383.2078
1585,1713.7841
1586,429.1205
1587,557.5961
1588,369.5978
1589,401.9083
1590,550.4037
1591,468.2215
1592,486.4722
1593,527.0007
1594,222.7501
1595,274.4860
1596,252.7302
1597,197.4457
1598,345.5352
1599,564.3116
1600,640.5719
1601,628.4318
1602,683.7026
1603,511.9130
1604,648.8455
1605,300.3340
1606,556.3461
1607,106.1894
1608,496.3185
1609,407.0526
1610,121.4936
1611,63.2595
1612,339.8214
1613,1512.6335
1614,933.6471
1615,464.9332
1616,421.3536
1617,491.6218
1618,615.8084
1619,611.2238
1620,623.3418
1621,606.4604
1622,592.6860
1623,605.5602
1624,590.7912
1625,554.6205
1626,567.8366
1627,2986.7418
1628,4235.7272
1629,5056.1413
1630,5387.3343
1631,5065.7350
1632,6140.6903
1633,6168.0492
1634,4655.9588
1635,5280.6876
1636,4583.5142
1637,3172.1524
1638,2287.1211
1639,3895.7325
1640,4452.3967
1641,1914.9770
1642,2190.2718
1643,1728.5439
1644,1238.2234
1645,424.1750
1646,486.2102
1647,522.1102
1648,358.5948
1649,394.7981
1650,428.7467
1651,555.7475
1652,447.4633
1653,507.4021
1654,452.3428
1655,481.6697
1656,193.4929
1657,241.5424
1658,177.6763
1659,268.7981
1660,332.8576
1661,223.9643
1662,375.1872
1663,338.2874
1664,397.7172
1665,368.6161
1666,607.3955
1667,524.3357
1668,655.7472
1669,685.8802
1670,540.2604
1671,655.8419
1672,619.7330
1673,213.4291
1674,469.8444
1675,362.6363
1676,216.3118
1677,471.7865
1678,338.6725
1679,2242.9709
1680,1534.4082
1681,1306.6888
1682,802.0347
1683,432.9502
1684,569.0777
1685,570.3544
1686,581.1303
1687,560.2331
1688,549.1385
1689,559.0750
1690,572.6444
1691,524.4135
1692,529.4315
1693,2785.8555
1694,3304.3055
1695,4548.6454
1696,4531.0981
1697,4134.7930
1698,4138.0058
1699,4432.3983
1700,3566.3861
1701,4118.0817
1702,3833.1569
1703,2982.6277
1704,3533.6340
1705,4020.0370
1706,1778.2387
1707,2077.4183
1708,1269.9899
1709,406.2830
1710,476.4417
1711,357.5618
1712,383.6099
1713,355.6527
1714,375.3985
1715,330.2734
1716,291.8155
1717,415.5571
1718,486.0773
1719,452.3983
1720,419.9349
1721,216.2081
1722,266.9504
1723,202.9658
1724,231.7513
1725,318.6521
1726,345.3149
1727,391.1830
1728,260.1230
1729,423.6350
1730,308.4910
1731,176.1460
1732,178.7809
1733,378.3277
1734,702.6365
1735,471.9386
1736,246.8461
1737,162.4713
1738,177.9687
1739,215.3075
1740,587.9690
1741,578.1364
1742,267.3105
1743,824.6395
1744,790.8769
1745,2379.6074
1746,2239.6367
1747,2883.3712
1748,2621.2947
1749,1843.8234
1750,974.8851
1751,956.6855
1752,273.9436
1753,252.0792
1754,534.1005
1755,535.4597
1756,551.2539
1757,520.6937
1758,520.2168
1759,531.6569
1760,528.4769
1761,493.7942
