Variable Name,Min Date,Max Date,Number of Samples
ACIDITY,23/04/2013 00:00:00,23/04/2013 00:00:00,1.000
AMMONIA_NITROGEN_SOLUBLE,23/04/2013 00:00:00,23/04/2013 00:00:00,1.000
CARBON_PARTICULATE_ORGANIC_INTEGRATED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
CHLORIDE,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
CHLOROPHYLL_A_CORRECTED_INTEGRATED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED_INTEGRATED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
NITRATE_NITRITE_NITROGEN_FILTERED,23/04/2013 00:00:00,23/04/2013 00:00:00,1.000
NITROGEN_TOTAL_PARTICULATE_INTEGRATED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
OXYGEN_CONCENTRATION_DISSOLVED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
PHOSPHORUS_SOLUBLE_REACTIVE_FILTERED,23/04/2013 00:00:00,23/04/2013 00:00:00,1.000
SECCHI_DISC_DEPTH,23/04/2013 00:00:00,23/04/2013 00:00:00,1.000
SILICA,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
SOLUBLE_REACTIVE_PHOSPHORUS,31/07/2013 00:00:00,31/07/2013 00:00:00,1.000
SPECIFIC_CONDUCTANCE_25_DEG_C,23/04/2013 00:00:00,23/04/2013 00:00:00,1.000
TEMPERATURE_EBT,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
TOTAL_KJELDAHL_NITROGEN_FILTERED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
TOTAL_PHOSPHORUS,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
TOTAL_PHOSPHORUS_FILTERED,23/04/2013 00:00:00,31/07/2013 00:00:00,2.000
