Variable Name,Min Date,Max Date,Number of Samples
ACIDITY,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
AMMONIA_NITROGEN_SOLUBLE,22/04/2013 00:00:00,22/04/2013 00:00:00,2.000
CARBON_PARTICULATE_ORGANIC_INTEGRATED,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
CHLORIDE,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
CHLOROPHYLL_A_CORRECTED_INTEGRATED,22/04/2013 00:00:00,22/04/2013 00:00:00,2.000
CHLOROPHYLL_A_UNCORRECTED_INTEGRATED,22/04/2013 00:00:00,22/04/2013 00:00:00,2.000
NITRATE_NITRITE_NITROGEN_FILTERED,22/04/2013 00:00:00,22/04/2013 00:00:00,2.000
NITROGEN_TOTAL_PARTICULATE_INTEGRATED,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
OXYGEN_CONCENTRATION_DISSOLVED,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
PHOSPHORUS_SOLUBLE_REACTIVE_FILTERED,22/04/2013 00:00:00,22/04/2013 00:00:00,2.000
SECCHI_DISC_DEPTH,22/04/2013 00:00:00,06/08/2013 00:00:00,2.000
SILICA,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
SOLUBLE_REACTIVE_PHOSPHORUS,06/08/2013 00:00:00,06/08/2013 00:00:00,1.000
SPECIFIC_CONDUCTANCE_25_DEG_C,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
TEMPERATURE_EBT,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
TOTAL_KJELDAHL_NITROGEN_FILTERED,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
TOTAL_PHOSPHORUS,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
TOTAL_PHOSPHORUS_FILTERED,22/04/2013 00:00:00,06/08/2013 00:00:00,3.000
