Variable Name,Min Date,Max Date,Number of Samples
AMMONIA_NITROGEN_SOLUBLE,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
CARBON_DISSOLVED_ORGANIC,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
CARBON_PARTICULATE_ORGANIC,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
CHLORIDE,04/06/2013 00:00:00,16/07/2013 00:00:00,2.000
CHLOROPHYLL_A_CORRECTED_PHAEOPHYTIN,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
CHLOROPHYLL_A_UNCORRECTED,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
DISSOLVED_INORGANIC_CARBON,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
NITRATE_NITRITE_NITROGEN_FILTERED,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
NITRITE_FILTERED,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
NITROGEN_TOTAL_PARTICULATE,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
RESIDUE_NON_FILTERED,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
SECCHI_DISC_DEPTH,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
SILICA,04/06/2013 00:00:00,16/07/2013 00:00:00,2.000
SOLUBLE_REACTIVE_PHOSPHORUS,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
TOTAL_KJELDAHL_NITROGEN_FILTERED,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
TOTAL_NITROGEN,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
TOTAL_PARTICULATE_PHOSPHORUS,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
TOTAL_PHOSPHORUS,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
TOTAL_PHOSPHORUS_FILTERED,04/06/2013 00:00:00,19/09/2013 00:00:00,3.000
